受理单位,分类,主题,受理时间,办结时间,办理状态
沧州市公安局交警支队,"
投诉
",河北沧州车管所预约电话难打通,"
2020-04-21
","
2020-04-23
","已办结
"
沧州市公安局交警支队,"
咨询
",河北沧州南皮什么时候可以车辆提档？,"
2020-04-21
","
2020-04-23
","已办结
"
三河市交通运输局,"
投诉
",河北廊坊燕郊市内公交车什么时候可以开放,"
2020-03-24
","
2020-04-23
","已办结
"
部门,"
投诉
",河北廊坊市华夏奥韵小区东侧工地夜间整晚施工 扰民严重,"
2020-04-08
","
2020-04-23
","已办结
"
围场满族蒙古族自治县住建…,"
投诉
",河北承德围场四合永镇祥顺花园住房位置与合同不符合 是否合法,"
2020-04-17
","
2020-04-23
","已办结
"
沧州市邮政管理局,"
投诉
",河北沧州市黄骅市中通圆通韵达等快递不派送 需自取不方便,"
2020-04-13
","
2020-04-23
","已办结
"
泊头市住房和城乡建设局,"
投诉
",河北沧州泊头湖玺御墅自来水公司水表坏三年才告知,"
2020-03-20
","
2020-04-23
","已办结
"
沧州市邮政管理局,"
投诉
",河北沧州黄骅多家快递不给派送 只送菜鸟驿站取货不方便,"
2020-04-13
","
2020-04-23
","已办结
"
武邑县住建局,"
投诉
",河北省衡水武邑东方明珠小区违规预售 房款不退,"
2020-03-03
","
2020-04-23
","已办结
"
沧州市公安局交警支队,"
投诉
",河北沧州运河区国家电网天成名著充电站长期停放燃油车,"
2020-04-21
","
2020-04-23
","已办结
"
泊头市住房和城乡建设局,"
投诉
",河北沧州泊头翰林茗苑小区空调外机防护栏刮落,"
2020-04-13
","
2020-04-23
","已办结
"
泊头市住房和城乡建设局,"
投诉
",河北沧州泊头市水钢琴小区水电费必须在物业缴纳,"
2020-04-14
","
2020-04-23
","已办结
"
大城县人力资源和社会保障…,"
投诉
",河北廊坊大城居民社保卡已制卡成功 一直未收到,"
2020-04-23
","
2020-04-23
","已办结
"
香河县住房和城乡建设局,"
投诉
",河北廊坊香河百川燃气无故停气 拒绝充值,"
2020-04-21
","
2020-04-23
","已办结
"
定州市人社局,"
咨询
",河北定州市往届高校毕业生档案如何放入职称信息？,"
2020-04-22
","
2020-04-23
","已办结
"
清河县住房和城乡建设局,"
投诉
",河北省邢台市清河县鸿翔国际小区7号楼延期交工,"
2020-04-13
","
2020-04-23
","已办结
"
献县卫生健康局,"
投诉
",河北沧州献县南河头乡卫生院打疫苗必须定制收费通知 不合理,"
2020-04-17
","
2020-04-23
","已办结
"
献县卫生健康局,"
咨询
",河北沧州献县孩子接种疫苗短信必须要开通吗？,"
2020-04-21
","
2020-04-23
","已办结
"
清河县住房和城乡建设局,"
投诉
",河北邢台市清河县泓祥国际三期5号楼无空调,"
2020-04-07
","
2020-04-23
","已办结
"
清河县住房和城乡建设局,"
投诉
",河北邢台清河泓祥国际三期5号楼未安装天然气 无法入住,"
2020-04-17
","
2020-04-23
","已办结
"
黄骅市住房和城乡建设局,"
投诉
",河北沧州黄骅市开发区冠骅房买房六年房也没盖,"
2020-04-23
","
2020-04-23
","已办结
"
沧州市城市管理综合行政执…,"
投诉
",河北沧州通翔园小区东侧违建请尽快拆除,"
2020-04-16
","
2020-04-23
","已办结
"
沧州市城市管理综合行政执…,"
投诉
",河北沧州市游商小贩小区门口乱摆摊 出行难,"
2020-04-20
","
2020-04-23
","已办结
"
沧州市税务局,"
投诉
",河北沧州华元房地产公司拖欠契税业主无法办房产证,"
2020-03-31
","
2020-04-23
","已办结
"
沧州市税务局,"
投诉
",河北沧州河间全额交付购房款后至今不给开具发票,"
2020-04-02
","
2020-04-23
","已办结
"
省人力资源和社会保障厅,"
咨询
",河北沧州青县交通运输专业高级工程师发明专利排前几名有效？,"
2020-04-16
","
2020-04-23
","已办结
"
部门,"
投诉
",河北廊坊永清县百盛商城道路破损 垃圾乱扔,"
2020-04-03
","
2020-04-23
","已办结
"
部门,"
投诉
",河北唐山丰南区朝阳大街友发钢管附近 大货车占道停车,"
2020-04-21
","
2020-04-23
","已办结
"
部门,"
投诉
",河北承德学校网络授课环境建议优化 不良言论影响授课,"
2020-04-20
","
2020-04-23
","已办结
"
沧州市税务局,"
投诉
",河北沧州二手房不动产过户税点要多交个人所得税吗？,"
2020-04-15
","
2020-04-23
","已办结
"
沧州市税务局,"
投诉
",河北沧州市离婚后分割房产交易时征收20％个税 合法吗？,"
2020-04-20
","
2020-04-23
","已办结
"
沧州市税务局,"
投诉
",河北沧州正达电气女职工无法办理退休,"
2020-04-09
","
2020-04-23
","已办结
"
部门,"
投诉
",河北唐山遵化亨泰小区马路边市场堵塞交通,"
2020-04-22
","
2020-04-23
","已办结
"
三河市自然资源和规划局,"
投诉
",河北廊坊三河高楼镇农村口粮地占用补偿标准是什么,"
2020-03-27
","
2020-04-23
","已办结
"
隆化县自然资源和规划局,"
投诉
",河北承德兴隆豪庭小区更改规划 5层商业变12层住宅,"
2020-04-23
","
2020-04-23
","已办结
"
石家庄市交通运输局,"
投诉
",河北石家庄市卓达太阳城内部道路成了智慧泊车 不合规,"
2020-04-16
","
2020-04-23
","已办结
"
燕郊高新区市政管理局,"
投诉
",河北廊坊三河燕郊镇冶金路西段坑多 急需修缮,"
2020-04-17
","
2020-04-23
","已办结
"
石家庄市公安交通管理局,"
求助
",河北石家庄和平路与新元高速交口附近蓝色停车位模糊 请重新施划,"
2020-04-22
","
2020-04-23
","已办结
"
石家庄市公安交通管理局,"
咨询
",河北石家庄外地人驾照考试暂停 要等多久？,"
2020-04-22
","
2020-04-23
","已办结
"
邯郸华润燃气有限公司,"
投诉
",河北邯郸华润燃气用户煤气泄漏称修不了 隐患严重尽快解决,"
2020-04-22
","
2020-04-23
","已办结
"
石家庄市交通运输局,"
投诉
",河北石家庄卓达太阳城阳光小区停车位居然变成智慧泊车 坑人,"
2020-04-16
","
2020-04-23
","已办结
"
石家庄市交通运输局,"
咨询
",河北石家庄栾城卓达太阳城内部道路设置智慧泊车 合理吗,"
2020-04-16
","
2020-04-23
","已办结
"
衡水市卫生健康局,"
投诉
",河北衡水哈院未按规定公示防疫补贴发放名单,"
2020-04-15
","
2020-04-23
","已办结
"
乐亭县公安局,"
投诉
",河北唐山乐亭县御景家园附近有一辆僵尸车 望清理,"
2020-04-15
","
2020-04-23
","已办结
"
部门,"
投诉
",,"
2020-04-13
","
2020-04-23
","已办结
"
唐山市公安局交警支队,"
投诉
",河北唐山车管所提档效率低 一星期没快递数据,"
2020-04-16
","
2020-04-23
","已办结
"
保定市莲池区人力资源和社…,"
投诉
",河北保定长城汽车长期扣押职工档案 离职5年不让转出,"
2020-04-23
","
2020-04-23
","已办结
"
石家庄市交通运输局,"
投诉
",河北石家庄市智慧泊车系统占用公共资源划线收费财政敛,"
2020-04-14
","
2020-04-23
","已办结
"
石家庄市长安区住建局,"
投诉
",河北石家庄长安区龙溪城小区物业不打扫卫生,"
2020-04-22
","
2020-04-23
","已办结
"
香河县教育局,"
咨询
",河北廊坊香河外地户口子女如何就读初中？,"
2020-04-22
","
2020-04-23
","已办结
"
香河县教育局,"
咨询
",河北廊坊香河2020年小学新生报名何时开始？,"
2020-04-22
","
2020-04-23
","已办结
"
石家庄市新华区卫生健康局,"
投诉
",河北石家庄外来湖北籍复工人员需要隔离吗？,"
2020-03-19
","
2020-04-23
","已办结
"
石家庄市新华区卫生健康局,"
投诉
",河北石家庄湖北低风险地区人员能否返回石家庄？,"
2020-03-25
","
2020-04-23
","已办结
"
石家庄市新华区卫生健康局,"
投诉
",河北石家庄赵陵铺防疫站只接种收费防疫针 免费疫苗拖延接种,"
2020-03-20
","
2020-04-23
","已办结
"
石家庄市新华区卫生健康局,"
投诉
",河北石家庄新华区对湖北低风险人员拒返石,"
2020-03-29
","
2020-04-23
","已办结
"
河间市交通运输局,"
投诉
",河北沧州河间驾考3年一直未联系练车 不退款,"
2020-04-13
","
2020-04-23
","已办结
"
运河区市场监督管理局,"
投诉
",河北沧州中科医院网上咨询低价引诱患者 号称300元实则两千元,"
2020-04-14
","
2020-04-23
","已办结
"
定州市民政局,"
投诉
",河北定州殡仪馆烟气排放是否达标？,"
2020-04-16
","
2020-04-23
","已办结
"
部门,"
投诉
",河北石家庄裕华区槐岭路华清南街到建华大街建议设置单行道,"
2020-04-22
","
2020-04-23
","已办结
"
运河区市场监督管理局,"
投诉
",河北沧州御景狮城小区物业公司乱收费,"
2020-04-17
","
2020-04-23
","已办结
"
吴桥县交通运输局,"
投诉
",河北沧州吴桥跨漳卫新河危桥多年未修好 非常危险,"
2020-04-16
","
2020-04-23
","已办结
"
保定市住房公积金管理中心,"
投诉
",河北保定安国市景苑家园7号楼现能办理公积金吗,"
2020-04-16
","
2020-04-23
","已办结
"
临漳县医疗保障局,"
投诉
",邯郸临漳新农合报销不给回执单不透明 七千多元才报销50元,"
2019-12-12
","
2020-04-23
","已办结
"
沧州市医疗保障局,"
咨询
",河北沧州2020年生育保险资料什么时候可以提交？,"
2020-04-21
","
2020-04-23
","已办结
"
沧州市医疗保障局,"
投诉
",河北沧州2020生育津贴报销按照10个月申报吗？,"
2020-04-16
","
2020-04-23
","已办结
"
文安县市场监督管理局,"
投诉
",河北廊坊文安民安华府小区物业收取6万元电商费,"
2020-04-21
","
2020-04-23
","已办结
"
武邑县住建局,"
投诉
",河北衡水武邑誉诚名苑小区二期交房四年未办房产证,"
2020-03-25
","
2020-04-23
","已办结
"
河间市卫生健康局,"
投诉
",,"
2020-04-20
","
2020-04-23
","已办结
"
省人力资源和社会保障厅,"
投诉
",河北省人社技能提升补贴上传证书慢 还不能申请,"
2020-04-22
","
2020-04-23
","已办结
"
石家庄市12315指挥中…,"
投诉
",河北石家庄庄里车洗车店跑路 洗车卡内余额无法要回,"
2020-04-13
","
2020-04-23
","已办结
"
石家庄市12315指挥中…,"
投诉
",河北石家庄洞庭水配送超市失联 已购水票不能换水,"
2020-04-09
","
2020-04-23
","已办结
"
部门,"
投诉
",河北沧州沧县移动开发区营业厅不办理携号转网,"
2020-04-22
","
2020-04-23
","已办结
"
正定新区建设局,"
投诉
",河北石家庄正定高新区亚视财富小区不按约定交房,"
2020-04-23
","
2020-04-23
","已办结
"
沧州市运河区城市管理局,"
投诉
",,"
2020-04-20
","
2020-04-23
","已办结
"
沧州市新华区住建局,"
投诉
",河北沧州枫尚国际无人打扫电梯经常坏 物业不管,"
2020-03-20
","
2020-04-23
","已办结
"
白沟新城规划建设局,"
投诉
",河北保定白沟凤凰城小区交了物业费物业不办事,"
2020-03-31
","
2020-04-23
","已办结
"
白沟新城规划建设局,"
投诉
",河北保定白沟凤凰城要求业主出资更换电梯,"
2020-03-31
","
2020-04-23
","已办结
"
白沟新城规划建设局,"
投诉
",河北保定白沟凤凰城小区电梯停运 业主无法出入,"
2020-04-15
","
2020-04-23
","已办结
"
武安市公安局,"
投诉
",河北邯郸武安疫情期间车辆年检能推迟吗？,"
2020-03-30
","
2020-04-23
","已办结
"
保定市人社局,"
咨询
",河北保定社保卡申请4个月 显示零星制卡 咋回事？,"
2020-04-14
","
2020-04-23
","已办结
"
保定市人社局,"
咨询
",河北保定涿州新生儿社会保障卡申请已4个月 何时下发？,"
2020-04-16
","
2020-04-23
","已办结
"
保定市人社局,"
投诉
",河北保定社保卡办理已经两个多月还没有办理下来,"
2020-04-21
","
2020-04-23
","已办结
"
白沟新城规划建设局,"
投诉
",河北保定白沟镇润远凤凰城小区电梯如何换新,"
2020-03-25
","
2020-04-23
","已办结
"
白沟新城规划建设局,"
投诉
",河北保定白沟隆基泰和紫金薹公寓两万定金 迟迟不退,"
2020-03-25
","
2020-04-23
","已办结
"
白沟新城规划建设局,"
投诉
",河北省保定白沟隆基泰和紫金薹公寓订房款迟迟未退,"
2020-03-26
","
2020-04-23
","已办结
"
沧州市新华区住建局,"
投诉
",沧州百合世嘉电梯频繁坏严重影响业主生活,"
2020-04-16
","
2020-04-23
","已办结
"
白沟新城规划建设局,"
投诉
",河北保定白沟万兴达广场商铺认购违规,"
2020-03-25
","
2020-04-23
","已办结
"
部门,"
投诉
",河北沧州沧县纸房头山胡庄小学至陈庄道路施工无防尘措施,"
2020-04-14
","
2020-04-23
","已办结
"
肃宁县卫生健康局,"
投诉
",河北沧州肃宁卫健局健康证办理有名额限制 不能预约,"
2020-03-16
","
2020-04-23
","已办结
"
肃宁县卫生健康局,"
投诉
",河北沧州市肃宁从天津出差人员 还需要隔离吗？,"
2020-04-10
","
2020-04-23
","已办结
"
部门,"
投诉
",河北衡水景县景新大街路灯杆晃动 有安全隐患,"
2020-04-22
","
2020-04-23
","已办结
"
部门,"
投诉
",河北唐山市开平区新苑路88号邮政快递车辆堵路,"
2020-04-15
","
2020-04-23
","已办结
"
唐山市自然资源和规划局,"
投诉
",河北唐山路北勒泰城小区迟迟不下房产证,"
2020-04-20
","
2020-04-23
","已办结
"
唐山市自然资源和规划局,"
投诉
",河北唐山北新道勒泰城房产证办不了 望解决,"
2020-04-20
","
2020-04-23
","已办结
"
唐山市自然资源和规划局,"
投诉
",河北唐山市路北区勒泰家园小区迟迟不办房本,"
2020-04-20
","
2020-04-23
","已办结
"
石家庄市长安区教育局,"
投诉
",河北石家庄外地户口本市有住房 是否可以入学？,"
2020-04-17
","
2020-04-23
","已办结
"
沧州运河区公安分局,"
投诉
",河北沧州市宏宇臻园的业主何时能办理落户,"
2020-04-15
","
2020-04-23
","已办结
"
石家庄市公共交通总公司,"
投诉
",河北石家庄市义务献血人员何时能免费乘坐公交车？,"
2020-04-22
","
2020-04-23
","已办结
"
石家庄市公共交通总公司,"
投诉
",河北石家庄鹿泉区寺家庄镇政府306公交班次太少,"
2020-04-22
","
2020-04-23
","已办结
"
内丘县卫生健康局,"
咨询
",,"
2020-04-22
","
2020-04-23
","已办结
"
鹿泉区公安局,"
咨询
",河北石家庄鹿泉国四柴油货车已禁止行驶上路了吗？,"
2020-04-22
","
2020-04-23
","已办结
"
文安县公安局,"
投诉
",河北廊坊文安县大柳河镇流庄村户口如何办理转移？,"
2020-04-21
","
2020-04-23
","已办结
"
省人力资源和社会保障厅,"
投诉
",,"
2020-03-25
","
2020-04-23
","已办结
"
省人力资源和社会保障厅,"
咨询
",河北承德滦平离岗创业单位是否给缴纳工伤保险和公积金？,"
2020-04-16
","
2020-04-23
","已办结
"
秦皇岛市人社局,"
投诉
",河北秦皇岛海涛集团欠薪不给,"
2020-04-23
","
2020-04-23
","已办结
"
石家庄市桥西区教育局,"
投诉
",河北石家庄桥西区宝睿幼儿园睿意园托费去年已预交 如何退费？,"
2020-04-22
","
2020-04-23
","已办结
"
部门,"
投诉
",河北唐山荣泰尚都小区市政道路拥堵 消防车来了进不来,"
2020-04-23
","
2020-04-23
","已办结
"
唐山市自然资源和规划局,"
投诉
",河北唐山路北区香木林小区交房10年至今不下房本,"
2020-04-20
","
2020-04-23
","已办结
"
唐山市自然资源和规划局,"
投诉
",河北唐山香木林物业收取契税大修基金及房本费 不办房本,"
2020-04-20
","
2020-04-23
","已办结
"
部门,"
投诉
",河北保定涿州市翡翠城小区违章建筑阻挡消费通道 安全隐患大,"
2020-03-20
","
2020-04-23
","已办结
"
部门,"
投诉
",,"
2020-04-20
","
2020-04-23
","已办结
"
三河市自然资源和规划局,"
投诉
",河北廊坊市燕郊镇西小屯村土地确权登记证书何时下发？,"
2020-04-15
","
2020-04-23
","已办结
"
三河市自然资源和规划局,"
投诉
",河北廊坊三河农村房产证什么时候发放？,"
2020-04-16
","
2020-04-23
","已办结
"
沧州市国资委,"
投诉
",河北沧州公交公司拒收人民币 乘车不方便,"
2020-04-07
","
2020-04-23
","已办结
"
唐山市公安局治安支队,"
投诉
",河北唐山无法办理省外户籍身份证,"
2020-04-13
","
2020-04-23
","已办结
"
任县公安局,"
投诉
",河北邢台任县邢湾德梦机械多收费 不退货,"
2020-04-15
","
2020-04-23
","已办结
"
涿州市公安局,"
投诉
",河北保定涿州107国道长城桥堵车严重 建议设立上下道,"
2020-04-22
","
2020-04-23
","已办结
"
三河市交通运输局,"
投诉
",河北廊坊三河燕郊路通驾校拒绝退费 不能练车,"
2020-04-20
","
2020-04-23
","已办结
"
三河市自然资源和规划局,"
投诉
",河北廊坊金谷爱舒荷12号楼房本不办 望监管,"
2020-04-15
","
2020-04-23
","已办结
"
唐山市自然资源和规划局,"
投诉
",唐山遵化市私人土地被挖采,"
2019-12-10
","
2020-04-23
","已办结
"
邯郸市公安局冀南新区分局,"
投诉
",河北邯郸大四学生能否改名字？,"
2020-04-23
","
2020-04-23
","已办结
"
唐山市自然资源和规划局,"
投诉
",河北唐山玉田金旺玉城交付多年不办房本,"
2020-04-08
","
2020-04-23
","已办结
"
唐山市自然资源和规划局,"
投诉
",唐山遵化西三里乡富力二期小区单元门无盲道,"
2020-01-02
","
2020-04-23
","已办结
"
唐山市自然资源和规划局,"
投诉
",河北唐山新天地美域私人露天停车场是否合规,"
2020-03-18
","
2020-04-23
","已办结
"
唐山市自然资源和规划局,"
投诉
",河北唐山市玉田县枫桥雅居小区业主交房2年还未办理房本,"
2020-03-26
","
2020-04-23
","已办结
"
唐山市自然资源和规划局,"
投诉
",河北唐山市文明楼5楼违章建筑加盖5层,"
2020-04-01
","
2020-04-23
","已办结
"
唐山市自然资源和规划局,"
投诉
",唐山市河茵公寓交房八年 房本遥遥无期,"
2019-11-04
","
2020-04-23
","已办结
"
承德市城市管理局,"
投诉
",河北承德小溪沟小区乱扣水费 不抄表估算不合理,"
2020-04-03
","
2020-04-23
","已办结
"
唐山市自然资源和规划局,"
投诉
",唐山市古冶区唐家庄4号康乐园增楼房本办理进度,"
2020-01-06
","
2020-04-23
","已办结
"
唐山市自然资源和规划局,"
投诉
",唐山市古冶区金山首府购房三年房本未能办理,"
2019-12-31
","
2020-04-23
","已办结
"
唐山市自然资源和规划局,"
投诉
",唐山市古冶金山首府小区2期迟迟不办房本,"
2020-01-03
","
2020-04-23
","已办结
"
固安县住房和城乡建设局,"
投诉
",河北廊坊固安县中盛星河湾出售人防车位 合规吗？,"
2020-04-15
","
2020-04-23
","已办结
"
保定市教育局,"
咨询
",河北保定市中职学校什么时候开学？,"
2020-04-22
","
2020-04-23
","已办结
"
石家庄市生态环境局,"
投诉
",河北石家庄卷闸厂施工无防护 噪音粉尘严重扰民,"
2020-04-15
","
2020-04-23
","已办结
"
邯郸市住房保障和房产管理…,"
投诉
",河北邯郸冀南新区水城别苑怎么迟迟不能交易？,"
2020-04-21
","
2020-04-23
","已办结
"
赵县自然资源和规划局,"
投诉
",河北石家庄赵县北城花园无法办理不动产证,"
2020-04-22
","
2020-04-23
","已办结
"
泊头市住房和城乡建设局,"
投诉
",河北沧州泊头泊乐广场出售商铺不按期返租金,"
2020-04-01
","
2020-04-23
","已办结
"
部门,"
投诉
",河北唐山市恒泰悦季小区四周道路泥泞不堪 影响市容,"
2020-04-22
","
2020-04-23
","已办结
"
邯郸市住房保障和房产管理…,"
投诉
",河北邯郸隆基泰和不退房款,"
2020-04-16
","
2020-04-23
","已办结
"
邯郸市住房保障和房产管理…,"
投诉
",河北邯郸市昶和房地产有限公司拒不退还房款,"
2020-04-16
","
2020-04-23
","已办结
"
邯郸市住房保障和房产管理…,"
投诉
",河北邯郸绿谷未来城违规预售,"
2020-04-16
","
2020-04-23
","已办结
"
隆尧县卫生健康局,"
投诉
",河北邢台隆尧县妇幼院系统维护未提前通知 白跑一趟,"
2020-04-21
","
2020-04-23
","已办结
"
部门,"
投诉
",河北沧州弘仁里小区宽带业务垄断收费高服务差,"
2020-04-03
","
2020-04-23
","已办结
"
部门,"
投诉
",河北廊坊大厂潮白馨居小区不让租户回小区 去哪隔离？,"
2020-03-13
","
2020-04-22
","已办结
"
部门,"
投诉
",河北唐山唐港高速交警事故车辆指派高价拖车 1300元,"
2020-04-16
","
2020-04-22
","已办结
"
三河市人力资源和社会保障…,"
投诉
",河北廊坊市三河市环保局不发工资 望监管,"
2020-04-08
","
2020-04-22
","已办结
"
部门,"
投诉
",河北唐山市缸窑路与建华东道交叉口北侧严重拥堵,"
2020-04-14
","
2020-04-22
","已办结
"
部门,"
投诉
",唐山市路北区时代景苑小区附近停车难 无停车位,"
2020-04-14
","
2020-04-22
","已办结
"
部门,"
投诉
",河北唐山路南区新华西道与华岩路交叉口非机动车道变停车场,"
2020-04-10
","
2020-04-22
","已办结
"
部门,"
投诉
",河北唐山部分路口闯红灯现象严重 建议安装信号灯,"
2020-04-09
","
2020-04-22
","已办结
"
部门,"
投诉
",河北唐山城区兴源道非机动车道大规模违法停车,"
2020-04-02
","
2020-04-22
","已办结
"
东光县住房和城乡建设局,"
投诉
",沧州东光县恒基花园小区配套设施不齐全 业主私自圈地,"
2019-08-02
","
2020-04-22
","已办结
"
东光县住房和城乡建设局,"
求助
",河北沧州市东光县交通局家属楼被强拆 业主损失无人管,"
2020-01-16
","
2020-04-22
","已办结
"
部门,"
投诉
",河北石家庄市新华区永泰街石建一公司宿舍环境差,"
2020-04-07
","
2020-04-22
","已办结
"
献县自然资源和规划局,"
投诉
",沧州献县宅基证丢失 查询国土局和档案局都没有信息,"
2020-01-08
","
2020-04-22
","已办结
"
丰南区农业农村局,"
投诉
",河北唐山南孙庄乡小张庄村树苗被拔 不让种,"
2020-04-16
","
2020-04-22
","已办结
"
定州市教育局,"
投诉
",河北定州学生从天津返回被教育局要求隔离 不合理,"
2020-04-22
","
2020-04-22
","已办结
"
部门,"
投诉
",河北廊坊香河安平运河新村北东门路口建议加装红绿灯,"
2020-04-16
","
2020-04-22
","已办结
"
石家庄市公共交通总公司,"
投诉
",河北石家庄居民建议恢复94路公交,"
2020-04-22
","
2020-04-22
","已办结
"
石家庄市公共交通总公司,"
建议
",河北石家庄居民建议136路公交车线路延长,"
2020-04-21
","
2020-04-22
","已办结
"
石家庄市公共交通总公司,"
建议
",石家庄居民建议138路公交终点站延长至柏林庄地铁站,"
2020-04-20
","
2020-04-22
","已办结
"
石家庄市公共交通总公司,"
投诉
",河北石家庄因修地铁绕行的多路公交 建议恢复原线路,"
2020-04-20
","
2020-04-22
","已办结
"
石家庄市公共交通总公司,"
投诉
",河北石家庄瀚林学校附近可否增开公交车,"
2020-04-16
","
2020-04-22
","已办结
"
石家庄市公共交通总公司,"
建议
",河北石家庄居民建议公交192路适当调整,"
2020-04-15
","
2020-04-22
","已办结
"
石家庄市公共交通总公司,"
投诉
",河北石家庄40、111路公交建议改走济北路 方便出行,"
2020-04-15
","
2020-04-22
","已办结
"
石家庄市公共交通总公司,"
投诉
",河北石家庄公交快1路建议增加体育场站,"
2020-04-14
","
2020-04-22
","已办结
"
石家庄市公共交通总公司,"
投诉
",石家庄市115路公交车早班车什么时候改成6点发车？,"
2020-04-14
","
2020-04-22
","已办结
"
巨鹿县市场监督管理局,"
投诉
",河北邢台巨鹿县御品江山逾期三年未交房,"
2020-04-16
","
2020-04-22
","已办结
"
邢台市桥东区住建局,"
投诉
",河北邢台景旭公园里小区商铺何时交房？,"
2020-04-07
","
2020-04-22
","已办结
"
